MOBILE_PHONE_NO,ACTV_REASON_CODE,ACTV_REASON_DESCRIPTION,ADJ_CREATION_DATE,ACTV_AMT
1234568335,OGWRV,Overage Bill Shock US Roam Voice,28/05/2014,$24.00
1234568336,OGWT,Overage Bill Shock Text,30/04/2014,$0.90
1234568366,OGWDD,Overage Bill Shock Data Device,11/03/2014,$45.00
1234568367,OGWDD,Overage Bill Shock Data Device,07/04/2014,$5.41
1234568368,OGWT,Overage Bill Shock Text,31/03/2014,$34.50
1234568368,OGWT,Overage Bill Shock Text,31/03/2014,$100.00
1234568368,OGWT,Overage Bill Shock Text,31/03/2014,$100.00
1234568369,OGWRD,Overage Bill Shock US Roam Data,06/01/2014,"$2,537.99"
1234568370,OGWDD,Overage Bill Shock Data Device,11/03/2014,$15.00
1234568371,OGWDD,Overage Bill Shock Data Device,30/04/2014,$143.58
1234568371,OGWDD,Overage Bill Shock Data Device,30/04/2014,$128.67
1234568371,OGWDD,Overage Bill Shock Data Device,30/04/2014,$31.87
1234568372,OGWRDI,Overage Bill Shock Intl Roam Data,14/04/2014,$400.00
1234568372,OGWRDI,Overage Bill Shock Intl Roam Data,14/04/2014,$400.00
1234568373,OGWT,Overage Bill Shock Text,12/03/2014,$90.00
1234568373,OGWT,Overage Bill Shock Text,12/03/2014,$100.00
1234568374,OGWT,Overage Bill Shock Text,28/05/2014,$100.00
1234568393,OGWDD,Overage Bill Shock Data Device,11/03/2014,$45.00
1234568394,OGWDD,Overage Bill Shock Data Device,11/03/2014,$45.00
1234568395,OGWDD,Overage Bill Shock Data Device,11/03/2014,$45.00
1234568396,OGWT,Overage Bill Shock Text,11/03/2014,$21.60
1234568396,OGWT,Overage Bill Shock Text,11/03/2014,$49.80
1234568397,OGWDD,Overage Bill Shock Data Device,12/03/2014,$400.00
1234568398,OGWT,Overage Bill Shock Text,28/05/2014,$6.30
1234568399,OGWDD,Overage Bill Shock Data Device,12/03/2014,$45.00
1234568426,OGWDD,Overage Bill Shock Data Device,07/05/2014,$29.71
1234568427,OGWT,Overage Bill Shock Text,07/05/2014,$0.30
1234568428,OGWRV,Overage Bill Shock US Roam Voice,08/05/2014,"$1,461.00"
1234568428,OGWRV,Overage Bill Shock US Roam Voice,08/05/2014,"$1,114.00"
1234568428,OGWRV,Overage Bill Shock US Roam Voice,08/05/2014,"$1,025.50"
1234568429,OGWDD,Overage Bill Shock Data Device,07/05/2014,$164.64
1234568430,OGWRV,Overage Bill Shock US Roam Voice,29/05/2014,$6.00
1234568431,OGWDD,Overage Bill Shock Data Device,11/03/2014,$45.00
1234568432,OGWT,Overage Bill Shock Text,30/04/2014,$4.80
1234568433,OGWT,Overage Bill Shock Text,28/05/2014,$14.10
1234568475,OGWDD,Overage Bill Shock Data Device,11/03/2014,$45.00
1234568476,OGWDD,Overage Bill Shock Data Device,11/03/2014,$45.00
1234568477,OGWDD,Overage Bill Shock Data Device,11/03/2014,$45.00
1234568477,OGWT,Overage Bill Shock Text,11/03/2014,$100.00
1234568477,OGWT,Overage Bill Shock Text,11/03/2014,$84.00
1234568478,OGWT,Overage Bill Shock Text,30/04/2014,$0.30
1234568478,OGWT,Overage Bill Shock Text,30/04/2014,$0.60
1234568478,OGWT,Overage Bill Shock Text,30/04/2014,$2.70
1234568479,OGWDD,Overage Bill Shock Data Device,28/05/2014,$169.60
1234568479,OGWDD,Overage Bill Shock Data Device,28/05/2014,$237.34
1234568479,OGWDD,Overage Bill Shock Data Device,28/05/2014,$21.96
1234568479,OGWDD,Overage Bill Shock Data Device,28/05/2014,$272.15
1234568479,OGWDD,Overage Bill Shock Data Device,28/05/2014,$311.00
1234568479,OGWDD,Overage Bill Shock Data Device,28/05/2014,$86.79
1234568479,OGWDD,Overage Bill Shock Data Device,28/05/2014,$146.44
1234568480,OGWDD,Overage Bill Shock Data Device,12/03/2014,$45.00
1234568481,OGWDD,Overage Bill Shock Data Device,12/03/2014,$45.00
1234568482,OGWT,Overage Bill Shock Text,28/05/2014,$100.00
1234590089,OGWT,Overage Bill Shock Text,12/03/2014,$0.30
1234568217,OGWDD,Overage Bill Shock Data Device,29/01/2014,$3.01
1234568217,OGWT,Overage Bill Shock Text,29/01/2014,$1.00
1234568218,OGWDD,Overage Bill Shock Data Device,17/03/2014,$581.29
1234568434,OGWDD,Overage Bill Shock Data Device,22/04/2014,$307.95
1234568434,OGWDD,Overage Bill Shock Data Device,22/04/2014,$192.20
1234568434,OGWDD,Overage Bill Shock Data Device,22/04/2014,$286.31
1234568219,OGWTI,Overage Bill Shock Intl Roam Text,24/03/2014,$6.60
1234568219,OGWRDI,Overage Bill Shock Intl Roam Data,24/03/2014,$5.83
1234568220,OGWTI,Overage Bill Shock Intl Roam Text,26/05/2014,$0.90
1234568221,OGWTI,Overage Bill Shock Intl Roam Text,26/05/2014,$0.10
1234568221,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$0.50
1234568222,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$10.00
1234568223,OGWTI,Overage Bill Shock Intl Roam Text,26/05/2014,$5.50
1234568223,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$62.50
1234568253,OGWDD,Overage Bill Shock Data Device,21/05/2014,$22.74
1234568254,OGWTI,Overage Bill Shock Intl Roam Text,26/05/2014,$17.50
1234568254,OGWRVI,Overage Bill Shock Intl Roam Voice,26/05/2014,$0.50
1234568255,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$12.50
1234568255,OGWTUS,Overage Bill Shock US Roam Text,26/05/2014,$3.80
1234568255,OGWRV,Overage Bill Shock US Roam Voice,25/06/2014,$12.50
1234568256,OGWTUS,Overage Bill Shock US Roam Text,26/05/2014,$0.70
1234568256,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$7.00
1234568257,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$3.75
1234568257,OGWRDI,Overage Bill Shock Intl Roam Data,01/05/2014,$70.82
1234568257,OGWRV,Overage Bill Shock US Roam Voice,25/06/2014,$3.75
1234568257,OGWRDI,Overage Bill Shock Intl Roam Data,03/04/2014,$25.73
1234568257,OGWRDI,Overage Bill Shock Intl Roam Data,03/04/2014,$44.88
1234568258,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$8.00
1234568258,OGWTI,Overage Bill Shock Intl Roam Text,26/05/2014,$5.30
1234568259,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$0.50
1234568260,OGWTI,Overage Bill Shock Intl Roam Text,27/05/2014,$7.50
1234568260,OGWRV,Overage Bill Shock US Roam Voice,27/05/2014,$2.00
1234568260,OGWRVI,Overage Bill Shock Intl Roam Voice,27/05/2014,$4.00
1234568261,OGWRV,Overage Bill Shock US Roam Voice,27/05/2014,$6.50
1234568299,OGWDD,Overage Bill Shock Data Device,26/03/2014,$51.12
1234568337,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$20.00
1234568337,OGWTUS,Overage Bill Shock US Roam Text,26/05/2014,$0.10
1234568337,OGWRV,Overage Bill Shock US Roam Voice,25/06/2014,$20.00
1234568375,OGWDD,Overage Bill Shock Data Device,26/03/2014,$3.00
1234568400,OGWT,Overage Bill Shock Text,26/05/2014,$20.40
1234568401,OGWDD,Overage Bill Shock Data Device,09/01/2014,$2.00
1234568402,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$3.50
1234568402,OGWRV,Overage Bill Shock US Roam Voice,25/06/2014,$1.75
1234568403,OGWRDI,Overage Bill Shock Intl Roam Data,10/02/2014,$2.89
1234568404,OGWTI,Overage Bill Shock Intl Roam Text,26/05/2014,$1.80
1234568404,OGWRVI,Overage Bill Shock Intl Roam Voice,26/05/2014,$4.50
1234568405,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$16.00
1234568406,OGWT,Overage Bill Shock Text,27/05/2014,$27.90
1234568407,OGWT,Overage Bill Shock Text,13/03/2014,$327.50
1234568407,OGWT,Overage Bill Shock Text,13/03/2014,$60.20
1234568407,OGWT,Overage Bill Shock Text,13/03/2014,$72.90
1234568407,OGWT,Overage Bill Shock Text,13/03/2014,$400.00
1234568407,OGWT,Overage Bill Shock Text,07/03/2014,$400.00
1234568407,OGWT,Overage Bill Shock Text,07/03/2014,$400.00
1234568407,OGWT,Overage Bill Shock Text,07/03/2014,$400.00
1234568408,OGWRV,Overage Bill Shock US Roam Voice,27/05/2014,$4.50
1234568408,OGWTI,Overage Bill Shock Intl Roam Text,27/05/2014,$75.50
1234568408,OGWTI,Overage Bill Shock Intl Roam Text,25/06/2014,$75.50
1234568408,OGWRV,Overage Bill Shock US Roam Voice,25/06/2014,$4.50
1234568409,OGWTI,Overage Bill Shock Intl Roam Text,27/05/2014,$42.60
1234568409,OGWRV,Overage Bill Shock US Roam Voice,27/05/2014,$2.50
1234568409,OGWRV,Overage Bill Shock US Roam Voice,25/06/2014,$2.50
1234568409,OGWTI,Overage Bill Shock Intl Roam Text,25/06/2014,$19.40
1234568409,OGWTI,Overage Bill Shock Intl Roam Text,25/06/2014,$23.20
1234568435,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$2.00
1234568435,OGWTUS,Overage Bill Shock US Roam Text,26/05/2014,$1.10
1234568436,OGWTUS,Overage Bill Shock US Roam Text,26/05/2014,$1.10
1234568436,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$16.50
1234568436,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$9.50
1234568436,OGWRV,Overage Bill Shock US Roam Voice,25/06/2014,$26.00
1234568437,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$18.50
1234568437,OGWTI,Overage Bill Shock Intl Roam Text,26/05/2014,$6.40
1234568438,OGWTI,Overage Bill Shock Intl Roam Text,24/03/2014,$3.60
1234568439,OGWRV,Overage Bill Shock US Roam Voice,25/06/2014,$3.00
1234568440,OGWRV,Overage Bill Shock US Roam Voice,27/05/2014,$31.00
1234568483,OGWDD,Overage Bill Shock Data Device,26/05/2014,$121.29
1234568484,OGWRDI,Overage Bill Shock Intl Roam Data,26/05/2014,$6.07
1234568484,OGWTI,Overage Bill Shock Intl Roam Text,26/05/2014,$0.30
1234568484,OGWRVI,Overage Bill Shock Intl Roam Voice,26/05/2014,$6.50
1234568485,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$5.00
1234568485,OGWT,Overage Bill Shock Text,26/05/2014,$4.70
1234568486,OGWDD,Overage Bill Shock Data Device,26/05/2014,$66.50
1234568487,OGWRV,Overage Bill Shock US Roam Voice,27/05/2014,$4.50
1234568487,OGWTUS,Overage Bill Shock US Roam Text,27/05/2014,$12.20
1234568488,OGWRDI,Overage Bill Shock Intl Roam Data,23/03/2014,$26.00
1234568491,OGWDD,Overage Bill Shock Data Device,24/03/2014,$16.16
1234568491,OGWTI,Overage Bill Shock Intl Roam Text,24/03/2014,$7.80
1234568492,OGWRV,Overage Bill Shock US Roam Voice,27/05/2014,$16.00
1234568493,OGWDD,Overage Bill Shock Data Device,24/04/2014,$4.40
1234568494,OGWDD,Overage Bill Shock Data Device,26/03/2014,$22.12
1234568528,OGWTUS,Overage Bill Shock US Roam Text,26/05/2014,$0.30
1234568528,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$0.50
1234568528,OGWRV,Overage Bill Shock US Roam Voice,25/06/2014,$0.50
1234568529,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$3.00
1234568530,OGWTUS,Overage Bill Shock US Roam Text,26/05/2014,$0.50
1234568531,OGWTI,Overage Bill Shock Intl Roam Text,26/05/2014,$0.30
1234568531,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$7.50
1234568532,OGWTUS,Overage Bill Shock US Roam Text,26/05/2014,$0.80
1234568533,OGWTI,Overage Bill Shock Intl Roam Text,26/05/2014,$4.30
1234568533,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$5.00
1234568534,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$15.75
1234568534,OGWTI,Overage Bill Shock Intl Roam Text,26/05/2014,$5.10
1234568535,OGWRV,Overage Bill Shock US Roam Voice,27/05/2014,$4.50
1234568536,OGWRVI,Overage Bill Shock Intl Roam Voice,27/05/2014,$67.00
1234568537,OGWTI,Overage Bill Shock Intl Roam Text,27/05/2014,$1.20
1234568537,OGWRV,Overage Bill Shock US Roam Voice,27/05/2014,$1.00
1234568538,OGWRV,Overage Bill Shock US Roam Voice,27/05/2014,$5.50
1234568538,OGWTI,Overage Bill Shock Intl Roam Text,25/06/2014,$0.80
1234568538,OGWDD,Overage Bill Shock Data Device,25/06/2014,$5.50
1234568539,OGWRV,Overage Bill Shock US Roam Voice,27/05/2014,$4.50
1234568539,OGWRV,Overage Bill Shock US Roam Voice,25/06/2014,$4.50
1234568865,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$2.50
1234568865,OGWTUS,Overage Bill Shock US Roam Text,26/05/2014,$1.90
1234568865,OGWRV,Overage Bill Shock US Roam Voice,25/06/2014,$2.50
1234568866,OGWTI,Overage Bill Shock Intl Roam Text,26/05/2014,$6.80
1234568866,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$1.50
1234568866,OGWRV,Overage Bill Shock US Roam Voice,25/06/2014,$1.50
1234568867,OGWTI,Overage Bill Shock Intl Roam Text,26/05/2014,$0.10
1234568868,OGWRV,Overage Bill Shock US Roam Voice,27/05/2014,$15.00
1234568869,OGWTI,Overage Bill Shock Intl Roam Text,27/05/2014,$4.30
1234568869,OGWRV,Overage Bill Shock US Roam Voice,27/05/2014,$4.00
1234568869,OGWRV,Overage Bill Shock US Roam Voice,25/06/2014,$4.00
1234568869,OGWTI,Overage Bill Shock Intl Roam Text,25/06/2014,$4.30
1234568870,OGWRV,Overage Bill Shock US Roam Voice,27/05/2014,$40.50
1234568870,OGWTI,Overage Bill Shock Intl Roam Text,27/05/2014,$6.80
1234568870,OGWTI,Overage Bill Shock Intl Roam Text,25/06/2014,$6.80
1234568870,OGWRV,Overage Bill Shock US Roam Voice,25/06/2014,$40.50
1234568871,OGWDD,Overage Bill Shock Data Device,27/05/2014,$5.53
1234568871,OGWDD,Overage Bill Shock Data Device,26/05/2014,$5.53
1234568872,OGWRV,Overage Bill Shock US Roam Voice,25/06/2014,$42.00
1234569617,OGWTI,Overage Bill Shock Intl Roam Text,26/06/2014,$0.20
1234569618,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$15.00
1234569618,OGWTUS,Overage Bill Shock US Roam Text,26/05/2014,$0.80
1234569618,OGWRV,Overage Bill Shock US Roam Voice,25/06/2014,$25.00
1234569619,OGWTI,Overage Bill Shock Intl Roam Text,26/05/2014,$1.10
1234569619,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$2.00
1234569620,OGWTI,Overage Bill Shock Intl Roam Text,26/05/2014,$2.80
1234569620,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$23.50
1234569621,OGWRV,Overage Bill Shock US Roam Voice,27/05/2014,$1.00
1234569621,OGWTI,Overage Bill Shock Intl Roam Text,27/05/2014,$0.80
1234569621,OGWRV,Overage Bill Shock US Roam Voice,25/06/2014,$1.00
1234569621,OGWTI,Overage Bill Shock Intl Roam Text,25/06/2014,$0.80
1234569622,OGWRV,Overage Bill Shock US Roam Voice,27/05/2014,$16.00
1234569622,OGWTI,Overage Bill Shock Intl Roam Text,27/05/2014,$5.20
1234569623,OGWRV,Overage Bill Shock US Roam Voice,27/05/2014,$4.00
1234569623,OGWRV,Overage Bill Shock US Roam Voice,25/06/2014,$3.75
1234569624,OGWRV,Overage Bill Shock US Roam Voice,27/05/2014,$1.00
1234585796,OGWRDI,Overage Bill Shock Intl Roam Data,31/03/2014,$4.96
1234588095,OGWTI,Overage Bill Shock Intl Roam Text,27/05/2014,$0.50
1234588095,OGWRV,Overage Bill Shock US Roam Voice,27/05/2014,$11.25
1234588095,OGWTI,Overage Bill Shock Intl Roam Text,25/06/2014,$0.50
1234588095,OGWRV,Overage Bill Shock US Roam Voice,25/06/2014,$22.50
1234590093,OGWTUS,Overage Bill Shock US Roam Text,09/05/2014,$8.00
1234590611,OGWRV,Overage Bill Shock US Roam Voice,25/06/2014,$90.00
1234590611,OGWRV,Overage Bill Shock US Roam Voice,25/06/2014,$1.25
1234590822,OGWRDI,Overage Bill Shock Intl Roam Data,28/07/2014,$7.52
1234590822,OGWRDI,Overage Bill Shock Intl Roam Data,02/07/2014,$306.47
1234590822,OGWRDI,Overage Bill Shock Intl Roam Data,02/07/2014,$14.90
1234590822,OGWRDI,Overage Bill Shock Intl Roam Data,02/07/2014,$81.25
1234590822,OGWRDI,Overage Bill Shock Intl Roam Data,02/07/2014,$12.26
1234590822,OGWRDI,Overage Bill Shock Intl Roam Data,02/07/2014,$84.20
1234568495,OGWRV,Overage Bill Shock US Roam Voice,14/05/2014,$39.75
1234569626,OGWVA,Overage Bill Shock Voice Airtime,16/07/2014,$100.00
1234568411,OGWRV,Overage Bill Shock US Roam Voice,30/01/2014,$368.75
1234568412,OGWRV,Overage Bill Shock US Roam Voice,07/04/2014,$115.26
1234568875,OGWRDI,Overage Bill Shock Intl Roam Data,19/02/2014,$50.00
1234568441,OGWDD,Overage Bill Shock Data Device,02/01/2014,$62.31
1234568441,OGWDD,Overage Bill Shock Data Device,02/01/2014,$15.00
1234568540,OGWDD,Overage Bill Shock Data Device,02/01/2014,$39.43
1234568442,OGWRD,Overage Bill Shock US Roam Data,22/05/2014,$102.27
1234568876,OGWDD,Overage Bill Shock Data Device,05/02/2014,$5.02
1234568541,OGWRV,Overage Bill Shock US Roam Voice,05/06/2014,$4.50
1234568542,OGWRD,Overage Bill Shock US Roam Data,04/04/2014,$4.80
1234568542,OGWRD,Overage Bill Shock US Roam Data,04/04/2014,$53.59
1234568877,OGWTUS,Overage Bill Shock US Roam Text,06/03/2014,$61.20
1234579723,OGWRDI,Overage Bill Shock Intl Roam Data,06/03/2014,$30.39
1234568443,OGWRV,Overage Bill Shock US Roam Voice,16/05/2014,$2.50
1234568497,OGWRD,Overage Bill Shock US Roam Data,23/07/2014,$90.00
1234568498,OGWRV,Overage Bill Shock US Roam Voice,26/05/2014,$108.03
1234568444,OGWRV,Overage Bill Shock US Roam Voice,24/03/2014,$85.00
1234568413,OGWDD,Overage Bill Shock Data Device,29/04/2014,$52.41
1234568445,OGWDD,Overage Bill Shock Data Device,02/05/2014,$463.28
1234568446,OGWDD,Overage Bill Shock Data Device,29/04/2014,$63.12
1234568447,OGWDD,Overage Bill Shock Data Device,29/04/2014,$33.16
1234568448,OGWDD,Overage Bill Shock Data Device,29/04/2014,$63.29
1234568449,OGWDD,Overage Bill Shock Data Device,04/02/2014,$222.01
1234568490,OGWDD,Overage Bill Shock Data Device,29/04/2014,$61.19
1234568499,OGWDD,Overage Bill Shock Data Device,29/04/2014,$60.14
1234568500,OGWDD,Overage Bill Shock Data Device,29/04/2014,$147.60
1234568501,OGWDD,Overage Bill Shock Data Device,29/04/2014,$41.72
1234568502,OGWDD,Overage Bill Shock Data Device,29/04/2014,$54.34
1234568503,OGWDD,Overage Bill Shock Data Device,29/04/2014,$137.26
1234568504,OGWDD,Overage Bill Shock Data Device,29/04/2014,$68.67
1234568505,OGWDD,Overage Bill Shock Data Device,29/04/2014,$65.13
1234568506,OGWDD,Overage Bill Shock Data Device,29/04/2014,$72.17
1234568544,OGWDD,Overage Bill Shock Data Device,29/04/2014,$45.08
1234568545,OGWDD,Overage Bill Shock Data Device,29/04/2014,$39.12
1234568546,OGWDD,Overage Bill Shock Data Device,29/04/2014,$393.53
1234568547,OGWDD,Overage Bill Shock Data Device,29/04/2014,$115.49
1234568565,OGWDD,Overage Bill Shock Data Device,29/04/2014,$155.75
1234568566,OGWDD,Overage Bill Shock Data Device,29/04/2014,$35.14
1234568567,OGWDD,Overage Bill Shock Data Device,29/04/2014,$24.79
1234568568,OGWDD,Overage Bill Shock Data Device,29/04/2014,$56.10
1234568603,OGWDD,Overage Bill Shock Data Device,29/04/2014,$24.70
1234568604,OGWDD,Overage Bill Shock Data Device,29/04/2014,$123.17
1234568605,OGWDD,Overage Bill Shock Data Device,29/04/2014,$73.79
1234568606,OGWRD,Overage Bill Shock US Roam Data,22/07/2014,$358.29
1234568606,OGWRD,Overage Bill Shock US Roam Data,22/07/2014,$316.20
1234568606,OGWDD,Overage Bill Shock Data Device,25/02/2014,$365.76
1234568606,OGWDD,Overage Bill Shock Data Device,22/07/2014,$173.47
1234568878,OGWDD,Overage Bill Shock Data Device,02/05/2014,$518.77
1234568879,OGWDD,Overage Bill Shock Data Device,29/04/2014,$31.87
1234568880,OGWDD,Overage Bill Shock Data Device,02/05/2014,$505.00
1234568881,OGWDD,Overage Bill Shock Data Device,29/04/2014,$63.08
1234568882,OGWDD,Overage Bill Shock Data Device,29/04/2014,$96.68
1234568883,OGWDD,Overage Bill Shock Data Device,29/04/2014,$175.70
1234568884,OGWDD,Overage Bill Shock Data Device,29/04/2014,$299.50
1234569627,OGWDD,Overage Bill Shock Data Device,29/04/2014,$293.60
1234569628,OGWDD,Overage Bill Shock Data Device,29/04/2014,$96.22
1234578940,OGWDD,Overage Bill Shock Data Device,29/04/2014,$323.13
1234585798,OGWDD,Overage Bill Shock Data Device,29/04/2014,$309.46
1234569629,OGWRD,Overage Bill Shock US Roam Data,24/02/2014,$82.50
1234568569,OGWRD,Overage Bill Shock US Roam Data,21/02/2014,$5.80
1234568569,OGWRD,Overage Bill Shock US Roam Data,21/02/2014,$9.60
1234568885,OGWDD,Overage Bill Shock Data Device,21/05/2014,$250.00
1234568607,OGWDD,Overage Bill Shock Data Device,28/06/2014,$50.00
1234568549,OGWVA,Overage Bill Shock Voice Airtime,28/03/2014,$217.80
1234569631,OGWRD,Overage Bill Shock US Roam Data,05/06/2014,$6.57
1234569631,OGWTUS,Overage Bill Shock US Roam Text,05/06/2014,$6.00
1234569631,OGWRV,Overage Bill Shock US Roam Voice,05/06/2014,$1.50
1234568886,OGWVLD,Overage Bill Shock Vocie LD,16/07/2014,$660.00
1234568887,OGWRV,Overage Bill Shock US Roam Voice,08/04/2014,$100.00
1234568509,OGWVA,Overage Bill Shock Voice Airtime,08/01/2014,$28.13
1234569632,OGWDD,Overage Bill Shock Data Device,15/03/2014,$15.00
1234568451,OGWDD,Overage Bill Shock Data Device,10/03/2014,$50.00
1234568610,OGWTUS,Overage Bill Shock US Roam Text,04/04/2014,$55.00
1234568610,OGWRD,Overage Bill Shock US Roam Data,04/04/2014,$25.00
1234568610,OGWRV,Overage Bill Shock US Roam Voice,04/04/2014,$70.00
1234568570,OGWRD,Overage Bill Shock US Roam Data,25/02/2014,$434.79
1234568611,OGWDD,Overage Bill Shock Data Device,02/05/2014,$5.00
1234568640,OGWT,Overage Bill Shock Text,18/03/2014,$4.20
1234568889,OGWVA,Overage Bill Shock Voice Airtime,23/01/2014,$10.00
1234568890,OGWRD,Overage Bill Shock US Roam Data,18/02/2014,$100.00
1234568890,OGWRV,Overage Bill Shock US Roam Voice,18/02/2014,$55.00
1234569634,OGWRV,Overage Bill Shock US Roam Voice,07/03/2014,$64.50
1234568612,OGWT,Overage Bill Shock Text,28/03/2014,$30.00
1234568612,OGWDD,Overage Bill Shock Data Device,07/04/2014,$50.00
1234568551,OGWDD,Overage Bill Shock Data Device,23/04/2014,$29.77
1234568644,OGWRV,Overage Bill Shock US Roam Voice,21/07/2014,$36.00
1234568571,OGWRDI,Overage Bill Shock Intl Roam Data,27/01/2014,"$8,623.56"
1234568510,OGWRDI,Overage Bill Shock Intl Roam Data,20/05/2014,$50.00
1234568613,OGWDD,Overage Bill Shock Data Device,27/02/2014,$125.00
1234568892,OGWRVI,Overage Bill Shock Intl Roam Voice,03/02/2014,$80.00
1234579784,OGWTI,Overage Bill Shock Intl Roam Text,06/02/2014,$248.75
1234580635,OGWRV,Overage Bill Shock US Roam Voice,16/07/2014,$54.75
1234590824,OGWT,Overage Bill Shock Text,04/07/2014,$315.00
1234590824,OGWT,Overage Bill Shock Text,04/07/2014,$369.90
1234569636,OGWTI,Overage Bill Shock Intl Roam Text,15/05/2014,$1.60
